仓库,仓库类型,货主,货品ID,货品编号,货品名称,装帧形式,货品件数,空盒子库存,空盒子货品编码,空盒子货品名称,可维修数量,平均库龄,周转天数,同步时间
武清仓,维修库位,智能内容,595375,9787572271380,摩比爱数学 萌芽篇 智能版,盒装,18,256,HZ9787572271380,（盒子）摩比爱数学 萌芽篇 智能版,18,637.0,6.33,2026-08-08 10:34:51
武清仓,维修库位,智能内容,655550,ZNNR20240528101,Reading A-Z 美国小学同步阅读（零基础启蒙速刷版）,盒装,17,463,HZZNNR20240528101,（盒子）Reading A-Z 美国小学同步阅读（零基础启蒙速刷版）,17,637.0,14.04,2026-08-08 10:34:51
武清仓,维修库位,智能内容,546718,9787572247330,剑桥英语周周学6级下册,盒装,13,1225,HZ9787572247330,(盒子)剑桥英语周周学6级下册,13,637.0,18.57,2026-08-08 10:34:51
武清仓,维修库位,智能内容,537648,9787572237317,小学英语周周学 5级 上册,盒装,12,1994,HZ9787572237317,(盒子)小学英语周周学 5级 上册,12,637.0,28.42,2026-08-08 10:34:51
武清仓,维修库位,智能内容,582611,9787830124342,Hello English Readers英语分级阅读3级下（2023）,盒装,12,23,HZ9787830124342,（盒子）Hello English Readers英语分级阅读3级下（2023）,12,637.0,9.39,2026-08-08 10:34:51
武清仓,维修库位,智能内容,582612,9787830124359,Hello English Readers英语分级阅读4级上（2023）,盒装,12,79,HZ9787830124359,（盒子）Hello English Readers英语分级阅读4级上（2023）,12,637.0,5.22,2026-08-08 10:34:51
武清仓,维修库位,智能内容,582615,9787830124380,Hello English Readers英语分级阅读5级下（2023）,盒装,12,36,HZ9787830124380,（盒子）Hello English Readers英语分级阅读5级下（2023）,12,637.0,3.86,2026-08-08 10:34:51
武清仓,维修库位,智能内容,500782,9787510686221,学而思秘籍小学数学思维培养10级（智能教辅）,盒装,11,400,HZ9787510686221,(盒子)学而思秘籍小学数学思维培养10级（智能教辅）,11,637.0,4.48,2026-08-08 10:34:51
武清仓,维修库位,智能内容,572875,ZNNR20230607101,哈佛外教英语启蒙 第一级,盒装,11,950,HZZNNR20230607101,（盒子）哈佛外教英语启蒙 第一级,11,637.0,11.0,2026-08-08 10:34:51
武清仓,维修库位,智能内容,500791,9787510686146,学而思秘籍小学数学思维培养2级（智能教辅）,盒装,8,220,HZ9787510686146,(盒子)学而思秘籍小学数学思维培养2级（智能教辅2024）,8,596.88,36.0,2026-08-08 10:34:51
武清仓,维修库位,智能内容,537659,9787572247293,剑桥英语周周学1级下册,盒装,8,1228,HZ9787572247293,(盒子)剑桥英语周周学1级下册,8,635.12,3.32,2026-08-08 10:34:51
武清仓,维修库位,智能内容,572877,ZNNR20230607103,哈佛外教英语启蒙 第三级,盒装,7,1041,HZZNNR20230607103,（盒子）哈佛外教英语启蒙 第三级,7,637.0,16.15,2026-08-08 10:34:51
武清仓,维修库位,智能内容,546717,9787572247323,剑桥英语周周学5级下册,盒装,5,1639,HZ9787572247323,(盒子)剑桥英语周周学5级下册,5,637.0,6.72,2026-08-08 10:34:51
武清仓,维修库位,智能内容,533754,9787513823630,Hello English Readers分级阅读5级（下）,盒装,4,205,HZ9787513823630,(盒子)Hello English Readers分级阅读5级（下）,4,637.0,45.0,2026-08-08 10:34:51
武清仓,维修库位,智能内容,661575,9787550522008,小学生剑桥KET考试冲刺营,盒装,4,803,HZ9787550522008,(盒子)小学生剑桥KET考试冲刺营,4,635.0,0.39,2026-08-08 10:34:51
武清仓,维修库位,智能内容,500788,9787510686160,学而思秘籍小学数学思维培养4级（智能教辅）,盒装,3,40,HZ9787510686160,(盒子)学而思秘籍小学数学思维培养4级（智能教辅2024）,3,637.0,30.0,2026-08-08 10:34:51
武清仓,维修库位,智能内容,533736,9787513822923,Hello English Readers分级阅读6级（上）,盒装,3,77,HZ9787513822923,(盒子)Hello English Readers分级阅读6级（上）,3,579.0,8.44,2026-08-08 10:34:51
武清仓,维修库位,智能内容,533751,9787513823609,Hello English Readers分级阅读2级（下）,盒装,3,101,HZ9787513823609,(盒子)Hello English Readers分级阅读2级（下）,3,637.0,5.62,2026-08-08 10:34:51
武清仓,维修库位,智能内容,572878,ZNNR20230607104,哈佛外教英语启蒙 第四级,盒装,3,863,HZZNNR20230607104,（盒子）哈佛外教英语启蒙 第四级,3,637.0,7.3,2026-08-08 10:34:51
武清仓,维修库位,智能内容,500786,9787510686184,学而思秘籍小学数学思维培养6级（智能教辅）,盒装,2,50,HZ9787510686184,(盒子)学而思秘籍小学数学思维培养6级（智能教辅2024）,2,637.0,6.67,2026-08-08 10:34:51
武清仓,维修库位,智能内容,530622,9783942056595,Reading A-Z Stage 2,盒装,2,106,HZ9783942056595,(盒子)Reading A-Z Stage 2,2,602.0,1.86,2026-08-08 10:34:51
武清仓,维修库位,智能内容,530623,9783942056601,Reading A-Z Stage 3,盒装,2,192,HZ9783942056601,(盒子)Reading A-Z Stage 3,2,595.0,0.23,2026-08-08 10:34:51
武清仓,维修库位,智能内容,533733,9787513822893,Hello English Readers分级阅读3级（上）,盒装,2,144,HZ9787513822893,(盒子)Hello English Readers分级阅读3级（上）,2,637.0,30.0,2026-08-08 10:34:51
武清仓,维修库位,智能内容,533755,9787513823647,Hello English Readers分级阅读6级（下）,盒装,2,85,HZ9787513823647,(盒子)Hello English Readers分级阅读6级（下）,2,637.0,45.0,2026-08-08 10:34:51
武清仓,维修库位,智能内容,539818,XESTZ97870001,学而思大语文分级阅读·第一学段第一季 1-2年级（全十册）,盒装,2,105,HZXESTZ97870001,(盒子)学而思大语文分级阅读·第一学段第一季 1-2年级（全十册）,2,635.0,5.81,2026-08-08 10:34:51
武清仓,维修库位,智能内容,546437,20221221001,文言四宝 中考文言文满分宝盒,盒装,2,99,HZ20221221001,(盒子)文言四宝 中考文言文满分宝盒,2,637.0,5.0,2026-08-08 10:34:51
武清仓,维修库位,智能内容,530629,9783942056663,Reading A-Z Stage 9,盒装,1,167,HZ9783942056663,(盒子)Reading A-Z Stage 9,1,602.0,0.15,2026-08-08 10:34:51
武清仓,维修库位,智能内容,533732,9787513822886,Hello English Readers分级阅读2级（上）,盒装,1,1,HZ9787513822886,(盒子)Hello English Readers分级阅读2级（上）,1,585.0,11.25,2026-08-08 10:34:51
武清仓,维修库位,智能内容,533752,9787513823616,Hello English Readers分级阅读3级（下）,盒装,1,350,HZ9787513823616,(盒子)Hello English Readers分级阅读3级（下）,1,637.0,18.0,2026-08-08 10:34:51
武清仓,维修库位,智能内容,801723,9787548952329I,幼小衔接倒计时99天-26升级版（B版）,平装,765,0,,,765,38.39,27.04,2026-08-08 10:34:51
武清仓,维修库位,智能内容,595502,9787218170008,初中英语语法：中考考频分区速学,平装,729,0,,,729,620.01,12.82,2026-08-08 10:34:51
武清仓,维修库位,智能内容,789653,9787548963806,小初语法漫画学练,平装,279,0,,,279,133.23,1.43,2026-08-08 10:34:51
武清仓,维修库位,智能内容,653759,9787501267798,考上清北的十个故事（2024）,平装,252,0,,,252,613.52,34.21,2026-08-08 10:34:51
武清仓,维修库位,智能内容,796559,ZNNR260323102,快乐读书吧·三年级上册（全3册）（2026线上版）,平装,193,0,,,193,71.02,2.17,2026-08-08 10:34:51
武清仓,维修库位,智能内容,723831,9787572271373B,摩比爱数学 探索篇（新国标一书一码版）,平装,179,0,,,179,228.28,9.07,2026-08-08 10:34:51
武清仓,维修库位,智能内容,799310,9787548955924G,新标准.暑假预复习.一升二年级(2026),平装,166,0,,,166,58.01,1.71,2026-08-08 10:34:51
武清仓,维修库位,智能内容,805672,9787501272464,初中名著·七上 西游记（上下册）（2026）,平装,154,0,,,154,46.44,2.91,2026-08-08 10:34:51
武清仓,维修库位,智能内容,696615,6973473325281,摩比思维机X200摩比七大能力游戏卡（69码）,平装,152,0,,,152,416.54,2.44,2026-08-08 10:34:51
武清仓,维修库位,智能内容,723833,9787572271397B,摩比爱数学 萌芽篇（新国标一书一码版）,平装,150,0,,,150,224.83,8.54,2026-08-08 10:34:51
武清仓,维修库位,智能内容,569629,9787830123994,摩比玩出专注力,平装,145,0,,,145,631.68,2.23,2026-08-08 10:34:51
武清仓,维修库位,智能内容,799096,ZNNR260407101,幼小衔接第一步·一日一练（全4册）,平装,143,0,,,143,81.85,3.47,2026-08-08 10:34:51
武清仓,维修库位,智能内容,804978,9787519058500B,快乐读书吧·二年级上册·读读童话故事（全四册）（2026线上升级版）,平装,143,0,,,143,60.88,3.87,2026-08-08 10:34:51
武清仓,维修库位,智能内容,723829,9787572271410C,摩比爱数学 飞跃篇（新国标一书一码版）,平装,141,0,,,141,240.99,8.35,2026-08-08 10:34:51
武清仓,维修库位,智能内容,569620,9787551167239,10分钟七大能力全脑开发练习册 3-4岁,平装,128,0,,,128,635.31,3.01,2026-08-08 10:34:51
武清仓,维修库位,智能内容,650148,9787551164160A,计算真有趣-20以内数的计算（升级版）,平装,126,0,,,126,635.32,28.14,2026-08-08 10:34:51
武清仓,维修库位,智能内容,805671,9787501272471,初中名著·七上 朝花夕拾（2026）,平装,120,0,,,120,41.11,2.56,2026-08-08 10:34:51
武清仓,维修库位,智能内容,654159,9787548956815,摩比爱成语,平装,113,0,,,113,635.0,2.48,2026-08-08 10:34:51
武清仓,维修库位,智能内容,693069,9787830125912,入园倒计时21天,平装,112,0,,,112,404.61,1.01,2026-08-08 10:34:51
武清仓,维修库位,智能内容,654929,9787550521599,一年级我来啦 · 幼小衔接测试卷（2024）,平装,92,0,,,92,598.51,9.19,2026-08-08 10:34:51
武清仓,维修库位,智能内容,569621,9787551167246,10分钟七大能力全脑开发练习册 4-5岁,平装,84,0,,,84,635.5,2.27,2026-08-08 10:34:51
武清仓,维修库位,智能内容,710856,9787501270330,摩比爱数学飞跃篇上（2025版）,平装,78,0,,,78,258.42,9.51,2026-08-08 10:34:51
武清仓,维修库位,智能内容,789405,9787548952329H,幼小衔接倒计时99天（2026版）,平装,76,0,,,76,173.04,2.65,2026-08-08 10:34:51
武清仓,维修库位,智能内容,655527,9787556524822,Reading A-Z 美国小学同步阅读 L2,平装,74,0,,,74,241.57,7.17,2026-08-08 10:34:51
武清仓,维修库位,智能内容,710852,9787501270354,摩比爱数学萌芽篇上（2025版）,平装,74,0,,,74,267.27,6.49,2026-08-08 10:34:51
武清仓,维修库位,智能内容,710854,9787501270347,摩比爱数学探索篇上（2025版）,平装,74,0,,,74,271.19,7.52,2026-08-08 10:34:51
武清仓,维修库位,智能内容,655526,9787556524815,Reading A-Z 美国小学同步阅读 L1,平装,72,0,,,72,242.72,4.48,2026-08-08 10:34:51
武清仓,维修库位,智能内容,666750,9787548958604,幼小衔接计算48招,平装,69,0,,,69,626.33,5.37,2026-08-08 10:34:51
武清仓,维修库位,智能内容,803766,9787557922597,暑假计算天天练 二升三年级,平装,60,0,,,60,55.63,3.73,2026-08-08 10:34:51
武清仓,维修库位,智能内容,710853,9787501270484,摩比爱数学萌芽篇下（2025版）,平装,58,0,,,58,277.12,11.95,2026-08-08 10:34:51
武清仓,维修库位,智能内容,655532,ZNNR20240528102,RAZ单词王点读大书,平装,56,0,,,56,627.48,5.53,2026-08-08 10:34:51
武清仓,维修库位,智能内容,791167,9787830126575,摩比爱识字第一级（升级版）,平装,56,0,,,56,145.07,1.0,2026-08-08 10:34:51
武清仓,维修库位,智能内容,796558,ZNNR260323101,快乐读书吧·二年级上册（全五册）（2026三网版）,平装,55,0,,,55,72.11,3.96,2026-08-08 10:34:51
武清仓,维修库位,智能内容,662622,9787550521919,小学数学思维培养4级(2024新),平装,53,0,,,53,522.85,3.54,2026-08-08 10:34:51
武清仓,维修库位,智能内容,662619,9787550522060,小学数学思维培养1级(2024新),平装,51,0,,,51,635.78,2.52,2026-08-08 10:34:51
武清仓,维修库位,智能内容,662621,9787550522084,小学数学思维培养3级(2024新),平装,49,0,,,49,620.31,2.6,2026-08-08 10:34:51
武清仓,维修库位,智能内容,551671,9787548952312,摩比玩折纸,平装,48,0,,,48,635.15,1.96,2026-08-08 10:34:51
武清仓,维修库位,智能内容,662623,9787550522091,小学数学思维培养6级(2024新),平装,46,0,,,46,526.48,3.29,2026-08-08 10:34:51
武清仓,维修库位,智能内容,654539,9787551172158,30天拼音拼读速记（全2册）,平装,45,0,,,45,636.0,3.17,2026-08-08 10:34:51
武清仓,维修库位,智能内容,662620,9787550522077,小学数学思维培养2级(2024新),平装,45,0,,,45,571.87,2.83,2026-08-08 10:34:51
武清仓,维修库位,智能内容,791168,9787830126582,摩比爱识字第二级（升级版）,平装,45,0,,,45,143.11,1.28,2026-08-08 10:34:51
武清仓,维修库位,智能内容,569622,9787551167253,10分钟七大能力全脑开发练习册 5-6岁,平装,44,0,,,44,635.91,1.41,2026-08-08 10:34:51
武清仓,维修库位,智能内容,796560,ZNNR260323103,快乐读书吧·四年级上册（全四册）（2026线上版）,平装,44,0,,,44,99.0,0.26,2026-08-08 10:34:51
武清仓,维修库位,智能内容,662631,9787550521940,思维创新大通关数学一年级（2024平装版）,平装,43,0,,,43,363.86,7.3,2026-08-08 10:34:51
武清仓,维修库位,智能内容,791169,9787830126599,摩比爱识字第三级（升级版）,平装,43,0,,,43,145.26,1.18,2026-08-08 10:34:51
武清仓,维修库位,智能内容,700721,9787574807587,英语启蒙日常表达篇,平装,42,0,,,42,367.33,3.44,2026-08-08 10:34:51
武清仓,维修库位,智能内容,693017,9787548960850,摩比启蒙机x200摩比思维卡L1,平装,41,0,,,41,446.85,0.26,2026-08-08 10:34:51
武清仓,维修库位,智能内容,655032,9787550521582,思维导图速记1000字（全3册）,平装,40,0,,,40,635.05,2.54,2026-08-08 10:34:51
武清仓,维修库位,智能内容,796561,ZNNR260323104,快乐读书吧·五年级上册（全四册）（2026线上版）,平装,40,0,,,40,88.85,0.45,2026-08-08 10:34:51
武清仓,维修库位,智能内容,799094,9787519921651,拼音一日一练,平装,39,0,,,39,83.49,6.9,2026-08-08 10:34:51
武清仓,维修库位,智能内容,671002,9787550522176,小学数学思维培养5级(2024新),平装,38,0,,,38,631.45,2.58,2026-08-08 10:34:51
武清仓,维修库位,智能内容,710855,9787501270477,摩比爱数学探索篇下（2025版）,平装,38,0,,,38,284.5,9.24,2026-08-08 10:34:51
武清仓,维修库位,智能内容,796562,ZNNR260323105,快乐读书吧·六年级上册（全三册）（2026线上版）,平装,35,0,,,35,95.14,0.73,2026-08-08 10:34:51
武清仓,维修库位,智能内容,662632,9787550521957,思维创新大通关数学二年级（2024平装版）,平装,34,0,,,34,388.15,7.41,2026-08-08 10:34:51
武清仓,维修库位,智能内容,558791,2980571097438,zp.湖南科技-四五快读（全8册）大套,,32,0,,,32,54.0,0,2026-08-08 10:34:51
武清仓,维修库位,智能内容,793373,9787519921262,大声读必认字（升级版）,平装,32,0,,,32,136.97,1.91,2026-08-08 10:34:51
武清仓,维修库位,智能内容,546871,9787532968268,摩比分级数学 飞跃篇,平装,31,0,,,31,621.03,8.16,2026-08-08 10:34:51
武清仓,维修库位,智能内容,799312,9787548956822G,新标准.暑假预复习.三升四年级(2026),平装,31,0,,,31,87.65,2.36,2026-08-08 10:34:51
武清仓,维修库位,智能内容,663167,9787830125172,摩比爱拼音（2024）,平装,30,0,,,30,636.37,1.26,2026-08-08 10:34:51
武清仓,维修库位,智能内容,701212,9787557919917,计算天天练二年级上册（2025）,平装,29,0,,,29,371.0,4.71,2026-08-08 10:34:51
武清仓,维修库位,智能内容,710857,9787501270491,摩比爱数学飞跃篇下（2025版）,平装,29,0,,,29,289.45,7.57,2026-08-08 10:34:51
武清仓,维修库位,智能内容,682011,9787548952329E,幼小衔接倒计时99天-定制升级版 （2025）,平装,28,0,,,28,529.82,1.83,2026-08-08 10:34:51
武清仓,维修库位,智能内容,690455,9787556528356,Reading A-Z 速刷版,平装,27,0,,,27,479.44,2.04,2026-08-08 10:34:51
武清仓,维修库位,智能内容,662634,9787550521933,思维创新大通关数学四年级（2024平装版）,平装,25,0,,,25,381.28,8.01,2026-08-08 10:34:51
武清仓,维修库位,智能内容,799185,9787554881736,一年级语文预习有重点上册,平装,25,0,,,25,95.4,2.03,2026-08-08 10:34:51
武清仓,维修库位,智能内容,654453,9787501267750,学前七大能力课堂 思维启蒙第1课 5~6岁 4~6（2024）,平装,24,0,,,24,624.08,5.17,2026-08-08 10:34:51
武清仓,维修库位,智能内容,725873,9787519917449A,8大模型趣解新乘除（升级版）,平装,23,0,,,23,280.0,2.58,2026-08-08 10:34:51
武清仓,维修库位,智能内容,610709,9787537988971,摩比汉语分级阅读 飞跃篇 点读书,平装,22,0,,,22,637.0,3.36,2026-08-08 10:34:51
武清仓,维修库位,智能内容,662624,9787550522107,小学数学思维培养7级(2024新),平装,22,0,,,22,635.0,1.14,2026-08-08 10:34:51
武清仓,维修库位,智能内容,662635,9787550521926,思维创新大通关数学五年级（2024平装版）,平装,22,0,,,22,377.77,4.44,2026-08-08 10:34:51
武清仓,维修库位,智能内容,691508,9787519058500,快乐读书吧·二年级上册·读读童话故事（全4册）（线上版）,平装,22,0,,,22,455.05,0.72,2026-08-08 10:34:51
武清仓,维修库位,智能内容,725796,9787571646691,初中英语作文,平装,22,0,,,22,280.0,0.63,2026-08-08 10:34:51
武清仓,维修库位,智能内容,546870,9787532968244,摩比分级数学 探索篇,平装,21,0,,,21,625.14,7.11,2026-08-08 10:34:51
武清仓,维修库位,智能内容,664556,9787548957614,摩比爱计算 萌芽篇（2024）,平装,21,0,,,21,636.9,1.12,2026-08-08 10:34:51
武清仓,维修库位,智能内容,810284,ZNNR260612101,蛋君大科学（3册装）,平装,21,0,,,21,33.05,2.15,2026-08-08 10:34:51
武清仓,维修库位,Learn and Play,674288,9787540893699,英语天天练小学核心900词（书号版）,,20,0,,,20,437.0,600.0,2026-08-08 10:34:51
武清仓,维修库位,智能内容,671566,9787550522749,思维创新大通关数学六年级(2024平装版),平装,20,0,,,20,383.45,5.98,2026-08-08 10:34:51
武清仓,维修库位,智能内容,677449,9787519057183,学而思阅读树（1级全10册）,平装,20,0,,,20,595.0,2.2,2026-08-08 10:34:51
武清仓,维修库位,智能内容,683627,9787830125790,英语晨读 读出英语基本功,平装,20,0,,,20,527.8,1.9,2026-08-08 10:34:51
