仓库,仓库类型,货主,货品ID,货品编号,货品名称,货品件数,空盒子库存,空盒子货品编码,空盒子货品名称,平均库龄,周转天数,同步时间
武清仓,维修库位,智能内容,662619,9787550522060,小学数学思维培养1级(2024新),104,0,,,607.94,5.22,2026-07-15 17:57:35
武清仓,维修库位,智能内容,662620,9787550522077,小学数学思维培养2级(2024新),110,0,,,517.18,7.55,2026-07-15 17:57:35
武清仓,维修库位,智能内容,662621,9787550522084,小学数学思维培养3级(2024新),134,0,,,588.9,8.17,2026-07-15 17:57:35
武清仓,维修库位,智能内容,662622,9787550521919,小学数学思维培养4级(2024新),103,0,,,485.27,7.57,2026-07-15 17:57:35
武清仓,维修库位,智能内容,662623,9787550522091,小学数学思维培养6级(2024新),106,0,,,489.82,7.44,2026-07-15 17:57:35
武清仓,维修库位,智能内容,662624,9787550522107,小学数学思维培养7级(2024新),92,0,,,602.79,5.43,2026-07-15 17:57:35
武清仓,维修库位,智能内容,662631,9787550521940,思维创新大通关数学一年级（2024平装版）,34,0,,,355.82,5.7,2026-07-15 17:57:35
武清仓,维修库位,智能内容,662632,9787550521957,思维创新大通关数学二年级（2024平装版）,30,0,,,369.7,6.07,2026-07-15 17:57:35
武清仓,维修库位,智能内容,662633,9787550521964,思维创新大通关数学三年级（2024平装版）,21,0,,,366.0,4.8,2026-07-15 17:57:35
武清仓,维修库位,智能内容,662634,9787550521933,思维创新大通关数学四年级（2024平装版）,29,0,,,352.14,8.76,2026-07-15 17:57:35
武清仓,维修库位,智能内容,662635,9787550521926,思维创新大通关数学五年级（2024平装版）,28,0,,,346.32,5.44,2026-07-15 17:57:35
武清仓,维修库位,智能内容,663159,9787501268184,摩比爱古诗（2024）,8,0,,,600.88,1.25,2026-07-15 17:57:35
武清仓,维修库位,智能内容,663161,9787501268160,摩比爱语文 飞跃篇（2024）,3,0,,,365.0,1.85,2026-07-15 17:57:35
武清仓,维修库位,智能内容,663163,9787501268146,摩比爱语文 探索篇（2024）,1,0,,,554.0,0.37,2026-07-15 17:57:35
武清仓,维修库位,智能内容,663165,9787501268153,摩比爱语文 萌芽篇（2024）,2,0,,,603.0,0.72,2026-07-15 17:57:35
武清仓,维修库位,智能内容,663167,9787830125172,摩比爱拼音（2024）,80,0,,,611.51,4.34,2026-07-15 17:57:35
武清仓,维修库位,智能内容,663169,9787830125165,摩比爱识字（2024）,158,519,HZ9787830125165,（盒子）摩比爱识字（2024）,611.25,6.98,2026-07-15 17:57:35
武清仓,维修库位,智能内容,664342,9787547750094,识字多多：识字启蒙第一课,18,0,,,611.06,1.2,2026-07-15 17:57:35
武清仓,维修库位,智能内容,664344,9787547750087,看图学拼音：拼音拼读第一课,30,0,,,612.4,1.55,2026-07-15 17:57:35
武清仓,维修库位,智能内容,664556,9787548957614,摩比爱计算 萌芽篇（2024）,123,0,,,611.33,8.09,2026-07-15 17:57:35
武清仓,维修库位,智能内容,664557,9787548957607,摩比爱计算 飞跃篇（2024）,94,0,,,611.0,7.11,2026-07-15 17:57:35
武清仓,维修库位,智能内容,664626,9787545922844,初中化学思维提升(2024),98,0,,,595.24,24.78,2026-07-15 17:57:35
武清仓,维修库位,智能内容,664627,9787545922950,初中物理思维提升  1级(2024),172,300,HZ9787545922950,(盒子)初中物理思维提升  1级(2024),575.98,21.53,2026-07-15 17:57:35
武清仓,维修库位,智能内容,664628,9787545922868,初中物理思维提升  2级(2024),102,0,,,581.29,20.35,2026-07-15 17:57:35
武清仓,维修库位,智能内容,664640,9787550521797,学而思秘籍初中数学思维提升1级(智能教辅2024),161,0,,,599.55,20.61,2026-07-15 17:57:35
武清仓,维修库位,智能内容,664641,9787550522015,学而思秘籍初中数学思维提升2级(智能教辅2024),91,205,HZ9787550522015,(盒子)学而思秘籍初中数学思维提升2级(2024),609.7,71.84,2026-07-15 17:57:35
武清仓,维修库位,智能内容,664642,9787550522022,学而思秘籍初中数学思维提升3级(智能教辅2024),100,200,HZ9787550522022,(盒子)学而思秘籍初中数学思维提升3级(2024),550.2,45.69,2026-07-15 17:57:35
武清仓,维修库位,智能内容,664812,9787545922967,初中语文阅读与写作 1级(智能教辅2024),28,0,,,611.0,21.72,2026-07-15 17:57:35
武清仓,维修库位,智能内容,664814,9787218177915,小学数学攻略,55,0,,,604.56,190.38,2026-07-15 17:57:35
武清仓,维修库位,智能内容,664818,9787550522329,单元归类复习. 小学语文一年级 上册,1,0,,,611.0,2.5,2026-07-15 17:57:35
武清仓,维修库位,智能内容,664819,9787550522312,单元归类复习. 小学语文二年级 上册,7,0,,,611.0,3.26,2026-07-15 17:57:35
武清仓,维修库位,智能内容,664820,9787550522275,单元归类复习. 小学语文三年级 上册,1,0,,,611.0,4.09,2026-07-15 17:57:35
武清仓,维修库位,智能内容,664821,9787550522282,单元归类复习. 小学语文四年级 上册,3,0,,,588.0,5.51,2026-07-15 17:57:35
武清仓,维修库位,智能内容,664822,9787550522299,单元归类复习. 小学语文五年级 上册,1,0,,,593.0,4.74,2026-07-15 17:57:35
武清仓,维修库位,智能内容,664823,9787550522305,单元归类复习. 小学语文六年级 上册,2,0,,,598.0,18.0,2026-07-15 17:57:35
武清仓,维修库位,智能内容,664824,9787550522268,单元归类复习. 小学数学一年级 上册,1,0,,,569.0,1.96,2026-07-15 17:57:35
武清仓,维修库位,智能内容,664825,9787550522213,单元归类复习. 小学数学二年级 上册,1,0,,,599.0,0.7,2026-07-15 17:57:35
武清仓,维修库位,智能内容,664827,9787550522237,单元归类复习. 小学数学四年级 上册,1,0,,,601.0,2.05,2026-07-15 17:57:35
武清仓,维修库位,智能内容,664907,6973473324697,新教材学霸速记卡——四年级同步,3,0,,,571.0,5.19,2026-07-15 17:57:35
武清仓,维修库位,智能内容,664908,6973473324703,新教材学霸速记卡——五年级同步,13,0,,,523.77,22.94,2026-07-15 17:57:35
武清仓,维修库位,智能内容,666237,ZNNR20240805001,学而思大语文分级阅读·第一学段第一季 1-2年级（全十册）（2024）,29,0,,,437.41,5.3,2026-07-15 17:57:35
武清仓,维修库位,智能内容,666378,9787830125295,摩比专注力大挑战,10,0,,,613.0,0.96,2026-07-15 17:57:35
武清仓,维修库位,智能内容,666750,9787548958604,幼小衔接计算48招,55,0,,,604.42,4.57,2026-07-15 17:57:35
武清仓,维修库位,智能内容,666753,9787830125325,小学益智数独大作战 中级(2024),1,0,,,613.0,0.16,2026-07-15 17:57:35
武清仓,维修库位,智能内容,666777,9787507560091,字词句天天练一年级上册,1,0,,,611.0,0.96,2026-07-15 17:57:35
武清仓,维修库位,智能内容,667098,9787570467754,小学语文课堂笔记 名师划重点 四年级 上册,1,0,,,600.0,1.84,2026-07-15 17:57:35
武清仓,维修库位,智能内容,667099,9787570467761,小学语文课堂笔记 名师划重点 五年级 上册,1,0,,,573.0,45.0,2026-07-15 17:57:35
武清仓,维修库位,智能内容,667604,9787830125301,大语文诵读 幼儿启蒙,29,0,,,575.69,1.73,2026-07-15 17:57:35
武清仓,维修库位,智能内容,667655,ZNNR20240819101,学而思大语文分级阅读.第一学段第二季 1-2年级（全十册）（2024）,2,0,,,43.0,7.2,2026-07-15 17:57:35
武清仓,维修库位,智能内容,667657,ZNNR20240819102,学而思大语文分级阅读·第二学段第一季 3-4年级（全九册）（2024）,4,0,,,344.0,1.75,2026-07-15 17:57:35
武清仓,维修库位,智能内容,667746,9787507557657,小学同步作文 3图搞定看图写话 二年级上册,6,0,,,611.0,5.05,2026-07-15 17:57:35
武清仓,维修库位,智能内容,667747,9787507560114,小学同步作文 3图搞定300字 三年级上册,4,0,,,603.0,4.14,2026-07-15 17:57:35
武清仓,维修库位,智能内容,667748,9787507560138,小学同步作文 3图搞定400字 四年级上册,1,0,,,611.0,2.73,2026-07-15 17:57:35
武清仓,维修库位,智能内容,667749,9787507560169,小学同步作文 3图搞定500字 五年级上册,2,0,,,611.0,6.21,2026-07-15 17:57:35
武清仓,维修库位,智能内容,667750,9787507560152,小学同步作文 3图搞定600字 六年级上册,1,0,,,611.0,2.9,2026-07-15 17:57:35
武清仓,维修库位,智能内容,668239,9787550522190,学而思秘籍初中数学思维提升5级(智能教辅2024),47,0,,,563.0,36.15,2026-07-15 17:57:35
武清仓,维修库位,智能内容,668241,9787550522169,小学数学思维培养10级（智能教辅2024新）,48,0,,,546.56,20.0,2026-07-15 17:57:35
武清仓,维修库位,智能内容,668737,9787548957980,摩比爱历史 第1辑,16,0,,,613.0,1.13,2026-07-15 17:57:35
武清仓,维修库位,智能内容,668738,9787548957997,摩比爱历史 第2辑,17,0,,,613.0,1.36,2026-07-15 17:57:35
武清仓,维修库位,智能内容,668761,ZNNR20240826101,学而思大语文分级阅读.第一学段第四季（全十一册）（2024）,13,0,,,307.31,6.16,2026-07-15 17:57:35
武清仓,维修库位,智能内容,669692,ZNNR20240827101,学而思大语文分级阅读·第三学段第一季 5-6年级（全八册）（2024）,11,0,,,376.09,6.6,2026-07-15 17:57:35
武清仓,维修库位,智能内容,671002,9787550522176,小学数学思维培养5级(2024新),87,0,,,593.23,6.77,2026-07-15 17:57:35
武清仓,维修库位,智能内容,671003,9787550522206,小学数学思维培养8级(2024新),28,0,,,605.57,2.53,2026-07-15 17:57:35
武清仓,维修库位,智能内容,671004,9787550522152,小学数学思维培养9级(2024新),50,0,,,510.04,6.23,2026-07-15 17:57:35
武清仓,维修库位,智能内容,671005,9787550522183,小学数学思维培养10级(2024新),26,0,,,501.38,3.43,2026-07-15 17:57:35
武清仓,维修库位,智能内容,671006,9787550522763,小学数学思维培养11级(2024新),14,0,,,503.0,2.71,2026-07-15 17:57:35
武清仓,维修库位,智能内容,671007,9787550522756,小学数学思维培养12级(2024新),18,0,,,273.0,3.74,2026-07-15 17:57:35
武清仓,维修库位,智能内容,671032,9787501268375,古诗启蒙第一课,13,0,,,611.0,2.46,2026-07-15 17:57:35
武清仓,维修库位,智能内容,671050,ZNNR20240911101,学而思大语文分级阅读·第一学段第三季 1-2年级（全八册）（2024）,15,0,,,249.13,6.08,2026-07-15 17:57:35
武清仓,维修库位,智能内容,671052,ZNNR20240911102,学而思大语文分级阅读·第三学段第三季 5-6年级（全六册）（2024）,7,0,,,308.0,7.88,2026-07-15 17:57:35
武清仓,维修库位,智能内容,671217,9787507560022,基本功看图写话一年级上册（2024）,5,0,,,477.8,1.45,2026-07-15 17:57:35
武清仓,维修库位,智能内容,671218,9787507560107,基本功看图写话一年级下册（2024）,11,0,,,365.82,3.54,2026-07-15 17:57:35
武清仓,维修库位,智能内容,671219,9787507560121,基本功看图写话二年级下册（2024）,1,0,,,358.0,0.52,2026-07-15 17:57:35
武清仓,维修库位,智能内容,671513,9787830125516,消失吧！错别字,2,0,,,600.0,0.42,2026-07-15 17:57:35
武清仓,维修库位,智能内容,671566,9787550522749,思维创新大通关数学六年级(2024平装版),28,0,,,349.57,8.57,2026-07-15 17:57:35
武清仓,维修库位,智能内容,672015,9787551173346,学前培优数感训练（2024）,8,0,,,605.75,1.42,2026-07-15 17:57:35
武清仓,维修库位,智能内容,672389,9787830125493,大侦探福尔摩比 第三辑,14,0,,,613.0,1.27,2026-07-15 17:57:35
武清仓,维修库位,智能内容,672427,9787519917142,孩子，你要这样保护自己,5,0,,,613.0,2.27,2026-07-15 17:57:35
武清仓,维修库位,智能内容,672642,9787551831833,扩句法,2,0,,,556.0,0.32,2026-07-15 17:57:35
武清仓,维修库位,智能内容,672860,9787550522732,小学数学思维培养11级（智能教辅2024新）,137,0,,,461.91,25.48,2026-07-15 17:57:35
武清仓,维修库位,智能内容,672861,9787550522770,小学数学思维培养12级（智能教辅2024新）,116,0,,,296.04,30.44,2026-07-15 17:57:35
武清仓,维修库位,智能内容,672864,9787551831840,文学常识不丢分,5,0,,,562.0,0.45,2026-07-15 17:57:35
武清仓,维修库位,智能内容,672877,9787550522695,学而思秘籍初中数学思维提升4级(智能教辅2024),36,0,,,510.06,47.65,2026-07-15 17:57:35
武清仓,维修库位,智能内容,672878,9787550522688,学而思秘籍初中数学思维提升6级(智能教辅2024),19,0,,,540.42,31.09,2026-07-15 17:57:35
武清仓,维修库位,智能内容,673041,9787507560336,初中语文作文技法攻略,3,0,,,600.33,1.74,2026-07-15 17:57:35
武清仓,维修库位,智能内容,673710,9787572271403A,摩比爱数学 飞跃篇 智能版（2024）,23,0,,,601.57,10.45,2026-07-15 17:57:35
武清仓,维修库位,智能内容,673712,9787572271410A,摩比爱数学 飞跃篇（2024）,2,0,,,613.0,0.17,2026-07-15 17:57:35
武清仓,维修库位,智能内容,673999,9787545923704,初中物理思维提升 3级(2024),63,0,,,550.11,22.41,2026-07-15 17:57:35
武清仓,维修库位,智能内容,674193,9787540893620,小学数学周周学一年级下册(2024),26,0,,,558.35,10.04,2026-07-15 17:57:35
武清仓,维修库位,智能内容,674194,9787540893637,小学数学周周学二年级下册(2024),31,0,,,552.0,11.58,2026-07-15 17:57:35
武清仓,维修库位,智能内容,674195,9787540893644,小学数学周周学三年级下册(2024),17,0,,,528.29,7.89,2026-07-15 17:57:35
武清仓,维修库位,智能内容,674196,9787540893651,小学数学周周学四年级下册(2024),15,0,,,549.0,8.33,2026-07-15 17:57:35
武清仓,维修库位,智能内容,674197,9787540893668,小学数学周周学五年级下册(2024),5,0,,,571.0,3.66,2026-07-15 17:57:35
武清仓,维修库位,智能内容,674198,9787540893675,小学数学周周学六年级下册(2024),8,0,,,571.0,9.0,2026-07-15 17:57:35
武清仓,维修库位,智能内容,675137,9787557916572,小学语文周周学一年级下册（2024）,25,0,,,571.88,19.74,2026-07-15 17:57:35
武清仓,维修库位,智能内容,675138,9787557916589,小学语文周周学二年级下册（2024）,15,0,,,573.0,11.34,2026-07-15 17:57:35
武清仓,维修库位,智能内容,675143,9787557916527,小学语文周周学一年级上册（2024）,4,0,,,420.75,6.0,2026-07-15 17:57:35
武清仓,维修库位,智能内容,675144,9787557916534,小学语文周周学二年级上册（2024）,4,0,,,278.75,12.41,2026-07-15 17:57:35
武清仓,维修库位,智能内容,675145,9787557916541,小学语文周周学三年级上册（2024）,4,0,,,316.0,12.86,2026-07-15 17:57:35
武清仓,维修库位,智能内容,675146,9787557916497,小学语文周周学四年级上册（2024）,1,0,,,382.0,12.86,2026-07-15 17:57:35
武清仓,维修库位,智能内容,675535,ZNNR20241101101,学而思大语文分级阅读·第二学段第二季 3-4年级（全九册）（2024）,14,0,,,268.0,13.85,2026-07-15 17:57:35
武清仓,维修库位,智能内容,676264,9787537991148,初中语文作文 万能素材,8,0,,,588.62,1.85,2026-07-15 17:57:35
武清仓,维修库位,智能内容,676805,9787519917449,8大模型趣解新乘除,1,0,,,603.0,0.14,2026-07-15 17:57:35
武清仓,维修库位,智能内容,676897,9787537991117,高考语文作文技法,1,0,,,453.0,0.63,2026-07-15 17:57:35
武清仓,维修库位,智能内容,676898,9787537991100,高考语文作文新素材速记,1,0,,,117.0,0.51,2026-07-15 17:57:35
武清仓,维修库位,智能内容,677042,9787519917395,袋鼠趣味数学等级1 （全2册2024）,10,0,,,574.0,2.76,2026-07-15 17:57:35
武清仓,维修库位,智能内容,677254,9787545923896,寒假预复习    一年级（2025版）,1,0,,,585.0,0.08,2026-07-15 17:57:35
武清仓,维修库位,智能内容,677319,9787519057220,快乐读书吧·一年级下册-读读童谣和儿歌（全4册）,6,0,,,583.67,0.41,2026-07-15 17:57:35
武清仓,维修库位,智能内容,677320,9787519057213,快乐读书吧·二年级下册-读读儿童故事（全4册）,1,0,,,584.0,0.03,2026-07-15 17:57:35
武清仓,维修库位,智能内容,677353,ZNNR2024111803,快乐读书吧·三年级下册（全三册）,2,0,,,584.0,0.03,2026-07-15 17:57:35
武清仓,维修库位,智能内容,677364,ZNNR2024111806,快乐读书吧·六年级下册（全四册）,44,0,,,578.2,1.05,2026-07-15 17:57:35
武清仓,维修库位,智能内容,677449,9787519057183,学而思阅读树（1级全10册）,16,0,,,571.0,1.85,2026-07-15 17:57:35
武清仓,维修库位,智能内容,677450,9787519057190,学而思阅读树（2级全10册）,16,0,,,571.0,2.66,2026-07-15 17:57:35
武清仓,维修库位,智能内容,677652,9787830125677,摩比剪纸过大年,13,0,,,571.0,4.05,2026-07-15 17:57:35
武清仓,维修库位,智能内容,678152,9787540894139,小学语文新阅读  四年级,2,0,,,541.5,0.56,2026-07-15 17:57:35
武清仓,维修库位,智能内容,678526,9787537992510,10分钟计算活页数学三年级下册智能版,1,0,,,554.0,0.37,2026-07-15 17:57:35
武清仓,维修库位,智能内容,678528,9787537992527,10分钟计算活页数学五年级下册智能版,1,0,,,554.0,0.41,2026-07-15 17:57:35
武清仓,维修库位,智能内容,678541,9787501624430,课堂笔记 语文四年级下册,2,0,,,550.0,0.48,2026-07-15 17:57:35
武清仓,维修库位,智能内容,678544,9787501624461,课堂笔记 数学一年级下册,1,0,,,560.0,0.6,2026-07-15 17:57:35
武清仓,维修库位,智能内容,678547,9787501624492,课堂笔记 数学四年级下册,4,0,,,554.25,2.54,2026-07-15 17:57:35
武清仓,维修库位,智能内容,678548,9787501624508,课堂笔记 数学五年级下册,2,0,,,538.0,0.97,2026-07-15 17:57:35
武清仓,维修库位,智能内容,678549,9787501624515,课堂笔记 数学六年级下册,2,0,,,538.0,1.7,2026-07-15 17:57:35
武清仓,维修库位,智能内容,678551,9787501624577,课堂笔记 英语四年级下册,4,0,,,556.5,1.04,2026-07-15 17:57:35
武清仓,维修库位,智能内容,679151,9787545924527,寒假预复习 初一（2025）,1,0,,,552.0,1.29,2026-07-15 17:57:35
武清仓,维修库位,智能内容,679155,9787519918002,七大能力游戏安静书,7,0,,,540.14,0.34,2026-07-15 17:57:35
武清仓,维修库位,智能内容,679653,9787537992732,10分钟默写活页英语五年级下册智能版,1,0,,,554.0,0.43,2026-07-15 17:57:35
武清仓,维修库位,智能内容,679674,9787218172576A,应用题天天练一年级下册（新教材）,3,0,,,480.0,1.49,2026-07-15 17:57:35
武清仓,维修库位,智能内容,679784,9787557917371,计算天天练一年级下册（2024）,4,0,,,486.0,0.34,2026-07-15 17:57:35
武清仓,维修库位,智能内容,679787,9787557917401,计算天天练四年级下册（2024）,3,0,,,481.0,0.3,2026-07-15 17:57:35
武清仓,维修库位,智能内容,679788,9787557917449,计算天天练五年级下册（2024）,6,0,,,479.0,0.53,2026-07-15 17:57:35
武清仓,维修库位,智能内容,679789,9787557917418,计算天天练六年级下册（2024）,2,0,,,478.5,0.15,2026-07-15 17:57:35
武清仓,维修库位,智能内容,680280,9787550523609,单元归类复习. 小学语文二年级 下册,1,0,,,521.0,0.37,2026-07-15 17:57:35
武清仓,维修库位,智能内容,680283,9787550523647,单元归类复习. 小学语文五年级 下册,2,0,,,521.0,0.72,2026-07-15 17:57:35
武清仓,维修库位,智能内容,680284,9787550523654,单元归类复习. 小学语文六年级 下册,14,0,,,521.0,3.65,2026-07-15 17:57:35
武清仓,维修库位,智能内容,680285,9787550523579,单元归类复习. 小学数学一年级 下册,1,0,,,521.0,0.33,2026-07-15 17:57:35
武清仓,维修库位,智能内容,680286,9787550523562,单元归类复习. 小学数学二年级 下册,2,0,,,521.0,0.62,2026-07-15 17:57:35
武清仓,维修库位,智能内容,680287,9787550523548,单元归类复习. 小学数学三年级 下册,2,0,,,521.0,0.64,2026-07-15 17:57:35
武清仓,维修库位,智能内容,680289,9787550523586,单元归类复习. 小学数学五年级 下册,3,0,,,521.0,1.34,2026-07-15 17:57:35
武清仓,维修库位,智能内容,680290,9787550523593,单元归类复习. 小学数学六年级 下册,7,0,,,521.0,3.09,2026-07-15 17:57:35
武清仓,维修库位,智能内容,680303,9787537993272,小学同步作文 3图搞定看图写话 一年级下册,1,0,,,549.0,0.39,2026-07-15 17:57:35
武清仓,维修库位,智能内容,680304,9787537993289,小学同步作文 3图搞定看图写话 二年级下册,7,0,,,549.0,1.47,2026-07-15 17:57:35
武清仓,维修库位,智能内容,680305,9787537993302,小学同步作文 3图搞定300字 三年级下册,5,0,,,549.0,1.2,2026-07-15 17:57:35
武清仓,维修库位,智能内容,680306,9787537993319,小学同步作文 3图搞定400字 四年级下册,3,0,,,549.0,2.67,2026-07-15 17:57:35
武清仓,维修库位,智能内容,680589,9787550523661,38天小升初冲刺精准卷  数学,2,0,,,538.0,0.67,2026-07-15 17:57:35
武清仓,维修库位,智能内容,680591,9787550523678,38天小升初冲刺精准卷  英语,2,0,,,539.0,0.51,2026-07-15 17:57:35
武清仓,维修库位,智能内容,681048,9787537993357,新教材速记卡  三年级 下册 同步,1,0,,,540.0,0.46,2026-07-15 17:57:35
武清仓,维修库位,智能内容,681049,9787537993364,新教材速记卡  四年级 下册 同步,1,0,,,537.0,0.41,2026-07-15 17:57:35
武清仓,维修库位,智能内容,682011,9787548952329E,幼小衔接倒计时99天-定制升级版 （2025）,29,0,,,505.79,1.16,2026-07-15 17:57:35
武清仓,维修库位,智能内容,682013,9787501624591A,课堂笔记 语文一年级下册（升级版）,106,0,,,523.36,20.08,2026-07-15 17:57:35
武清仓,维修库位,智能内容,682052,9787537992602,10分钟默写活页语文二年级下册智能版,1,0,,,525.0,0.48,2026-07-15 17:57:35
武清仓,维修库位,智能内容,682674,9787519917401,袋鼠趣味数学等级2 （全2册2024）,11,0,,,447.09,4.46,2026-07-15 17:57:35
武清仓,维修库位,智能内容,683053,9787545924619,三年级零基础英语——90天快速入门,2,0,,,491.0,0.05,2026-07-15 17:57:35
武清仓,维修库位,智能内容,683073,9787545924718,单元检测卷  语文  三年级下,1,0,,,459.0,0.39,2026-07-15 17:57:35
武清仓,维修库位,智能内容,683076,9787545924749,单元检测卷  语文  六年级下,2,0,,,376.5,0.55,2026-07-15 17:57:35
武清仓,维修库位,智能内容,683079,9787545924800,单元检测卷 数学 三年级下,1,0,,,449.0,0.17,2026-07-15 17:57:35
武清仓,维修库位,智能内容,683085,9787545924862,单元检测卷 英语 五年级下,1,0,,,85.0,0.72,2026-07-15 17:57:35
武清仓,维修库位,智能内容,683086,9787545924879,单元检测卷 英语 六年级下,2,0,,,377.0,1.2,2026-07-15 17:57:35
武清仓,维修库位,智能内容,683625,9787545922851,学而思秘籍初中英语语言积累与读写提升1级（2025）,22,0,,,484.0,14.14,2026-07-15 17:57:35
武清仓,维修库位,智能内容,683627,9787830125790,英语晨读 读出英语基本功,25,0,,,503.64,2.4,2026-07-15 17:57:35
武清仓,维修库位,智能内容,683628,9787830125806,英语晨读 读出英语词汇量,15,0,,,503.87,1.76,2026-07-15 17:57:35
武清仓,维修库位,智能内容,683629,9787830125813,英语晨读 积累英语作文好词句,1,0,,,505.0,0.3,2026-07-15 17:57:35
武清仓,维修库位,智能内容,684412,9787570826681,课本好字轻松练小学语文同步字帖2年级下册,1,0,,,503.0,0.53,2026-07-15 17:57:35
武清仓,维修库位,智能内容,684414,9787570826674,课本好字轻松练小学语文同步字帖4年级下册,2,0,,,319.0,0.83,2026-07-15 17:57:35
武清仓,维修库位,智能内容,686278,9787548952329F,幼小衔接倒计时99天-普通升级版 （XWX2025）,1,0,,,153.0,9.0,2026-07-15 17:57:35
武清仓,维修库位,智能内容,687692,9787545924930,10分钟晨读美文 一年级,1,0,,,489.0,0.35,2026-07-15 17:57:35
武清仓,维修库位,智能内容,687693,9787545924947,10分钟晨读美文 二年级,1,0,,,487.0,0.4,2026-07-15 17:57:35
武清仓,维修库位,智能内容,687694,9787545924954,10分钟晨读美文 三年级,2,0,,,487.0,0.82,2026-07-15 17:57:35
武清仓,维修库位,智能内容,687695,9787545924961,10分钟晨读美文 四年级,1,0,,,487.0,0.26,2026-07-15 17:57:35
武清仓,维修库位,智能内容,687697,9787545924985,10分钟晨读美文 六年级,1,0,,,487.0,0.29,2026-07-15 17:57:35
武清仓,维修库位,智能内容,687704,9787830125752,漫画小学生表达全解,1,0,,,442.0,0.18,2026-07-15 17:57:35
武清仓,维修库位,智能内容,687989,9787830125721,冲啊！打败49个数学小怪兽,2,0,,,421.0,1.82,2026-07-15 17:57:35
武清仓,维修库位,智能内容,688813,9787545925197,小学语文必考知识全梳理,3,0,,,349.67,0.39,2026-07-15 17:57:35
武清仓,维修库位,智能内容,688814,9787545925180,小学数学必考知识全梳理,2,0,,,396.0,0.17,2026-07-15 17:57:35
武清仓,维修库位,智能内容,688815,9787545925173,小学英语必考知识全梳理,1,0,,,411.0,0.19,2026-07-15 17:57:35
武清仓,维修库位,智能内容,689035,9787540896911,14天期末冲刺卷 语文一年级下册,1,0,,,442.0,1.91,2026-07-15 17:57:35
武清仓,维修库位,智能内容,689039,9787540896959,14天期末冲刺卷 语文五年级下册,1,0,,,442.0,1.08,2026-07-15 17:57:35
武清仓,维修库位,智能内容,689045,9787540897017,14天期末冲刺卷 数学五年级下册,1,0,,,442.0,1.02,2026-07-15 17:57:35
武清仓,维修库位,智能内容,689642,9787545925029,图解秒记 初中历史,2,0,,,443.5,0.62,2026-07-15 17:57:35
武清仓,维修库位,智能内容,689644,9787545925043,图解秒记 初中道德与法治,4,0,,,442.0,2.0,2026-07-15 17:57:35
武清仓,维修库位,智能内容,690455,9787556528356,Reading A-Z 速刷版,18,0,,,456.17,1.39,2026-07-15 17:57:35
武清仓,维修库位,智能内容,691192,9787550524033,零基础奥数,327,0,,,385.0,14.64,2026-07-15 17:57:35
武清仓,维修库位,智能内容,691198,9787550524354,暑假衔接领跑课 新初一 数学,4,0,,,382.0,1.15,2026-07-15 17:57:35
武清仓,维修库位,智能内容,691199,9787550524385,暑假衔接领跑课 新初一 语文,1,0,,,384.0,0.23,2026-07-15 17:57:35
武清仓,维修库位,智能内容,691200,9787550524361,暑假衔接领跑课 新初一 英语,6,0,,,378.67,1.47,2026-07-15 17:57:35
武清仓,维修库位,智能内容,691201,9787550524378,暑假衔接领跑课 新初二 数学,14,0,,,348.86,4.68,2026-07-15 17:57:35
武清仓,维修库位,智能内容,691202,9787550524415,暑假衔接领跑课 新初二 语文,20,0,,,267.1,6.06,2026-07-15 17:57:35
武清仓,维修库位,智能内容,691203,9787550524392,暑假衔接领跑课 新初二 英语,20,0,,,326.65,6.5,2026-07-15 17:57:35
武清仓,维修库位,智能内容,691204,9787550524408,暑假衔接领跑课 新初二 物理,14,0,,,337.07,4.83,2026-07-15 17:57:35
武清仓,维修库位,智能内容,691507,9787519058517,快乐读书吧·一年级上册·和大人一起读（全4册）（线上版）,7,0,,,433.0,1.07,2026-07-15 17:57:35
武清仓,维修库位,智能内容,691508,9787519058500,快乐读书吧·二年级上册·读读童话故事（全4册）（线上版）,56,0,,,425.41,1.18,2026-07-15 17:57:35
武清仓,维修库位,智能内容,691511,9787519058807,快乐读书吧·三年级上册·稻草人,3,0,,,75.0,4.15,2026-07-15 17:57:35
武清仓,维修库位,智能内容,691512,9787519058838,快乐读书吧·四年级上册·中国古代神话,1,0,,,75.0,0.97,2026-07-15 17:57:35
武清仓,维修库位,智能内容,691513,9787519058821,快乐读书吧·四年级上册·世界经典神话,6,0,,,75.0,7.11,2026-07-15 17:57:35
武清仓,维修库位,智能内容,691515,9787519058791,快乐读书吧·四年级上册·山海经,1,0,,,75.0,1.03,2026-07-15 17:57:35
武清仓,维修库位,智能内容,691516,9787519058784,快乐读书吧·五年级上册·中国民间故事,7,0,,,66.0,6.77,2026-07-15 17:57:35
武清仓,维修库位,智能内容,691517,9787519058814,快乐读书吧·五年级上册·非洲民间故事,1,0,,,66.0,1.96,2026-07-15 17:57:35
武清仓,维修库位,智能内容,691518,9787519058609,快乐读书吧·五年级上册·欧洲民间故事,4,0,,,106.0,6.67,2026-07-15 17:57:35
武清仓,维修库位,智能内容,691519,9787519058593,快乐读书吧·五年级上册·列那狐的故事,2,0,,,66.0,3.83,2026-07-15 17:57:35
武清仓,维修库位,智能内容,691520,9787519058555,快乐读书吧·六年级上册·爱的教育,4,0,,,75.0,10.29,2026-07-15 17:57:35
