仓库,仓库类型,货主,货品ID,货品编号,货品名称,货品件数,空盒子库存,空盒子货品编码,空盒子货品名称,平均库龄,周转天数,同步时间
武清仓,维修库位,智能内容,546870,9787532968244,摩比分级数学 探索篇,28,0,,,599.39,10.63,2026-07-15 17:57:35
武清仓,维修库位,智能内容,546871,9787532968268,摩比分级数学 飞跃篇,33,0,,,596.42,9.28,2026-07-15 17:57:35
武清仓,维修库位,智能内容,546872,9787532968251,摩比分级数学 萌芽篇,2,0,,,612.0,0.88,2026-07-15 17:57:35
武清仓,维修库位,智能内容,547717,9787510690242,摩比爱计算 飞跃篇,2,0,,,611.0,8.57,2026-07-15 17:57:35
武清仓,维修库位,智能内容,547718,9787510690235,摩比爱计算 萌芽篇,1,0,,,611.0,0.22,2026-07-15 17:57:35
武清仓,维修库位,智能内容,548929,9787510690228,摩比爱国学（全4册）,7,0,,,611.0,5.38,2026-07-15 17:57:35
武清仓,维修库位,智能内容,548935,6973473321108,初中数学周周学九年级全一册RJ,1,0,,,578.0,2.81,2026-07-15 17:57:35
武清仓,维修库位,智能内容,551257,9787532968497,幼小衔接天天练,2,0,,,611.0,0.19,2026-07-15 17:57:35
武清仓,维修库位,智能内容,551556,9787510691638,学而思秘籍初中英语语言积累与读写提升1级,2,0,,,611.0,2.28,2026-07-15 17:57:35
武清仓,维修库位,智能内容,551557,9787510691645,学而思秘籍初中英语语言积累与读写提升2级,5,0,,,611.0,1.99,2026-07-15 17:57:35
武清仓,维修库位,智能内容,551558,9787510691652,学而思秘籍初中英语语言积累与读写提升3级,1,0,,,611.0,0.9,2026-07-15 17:57:35
武清仓,维修库位,智能内容,551561,9787510691607,学而思秘籍初中物理思维提升1级,2,0,,,611.0,1.71,2026-07-15 17:57:35
武清仓,维修库位,智能内容,551671,9787548952312,摩比玩折纸,42,0,,,611.17,1.83,2026-07-15 17:57:35
武清仓,维修库位,智能内容,564978,ZNNR202304130003,学而思秘籍·小学数学应用题专项突破+练习（三年级）（2023）,2,0,,,578.0,18.0,2026-07-15 17:57:35
武清仓,维修库位,智能内容,564979,ZNNR202304130004,学而思秘籍·小学数学应用题专项突破+练习（四年级）（2023）,2,0,,,597.5,0.43,2026-07-15 17:57:35
武清仓,维修库位,智能内容,564981,ZNNR202304130006,学而思秘籍·小学数学应用题专项突破+练习（六年级）（2023）,59,0,,,524.98,44.62,2026-07-15 17:57:35
武清仓,维修库位,智能内容,565975,9787510686146A,学而思秘籍小学数学思维培养2级（智能教辅2023）,68,0,,,611.0,27.82,2026-07-15 17:57:35
武清仓,维修库位,智能内容,569620,9787551167239,10分钟七大能力全脑开发练习册 3-4岁,540,0,,,611.07,15.37,2026-07-15 17:57:35
武清仓,维修库位,智能内容,569621,9787551167246,10分钟七大能力全脑开发练习册 4-5岁,318,0,,,611.13,11.01,2026-07-15 17:57:35
武清仓,维修库位,智能内容,569622,9787551167253,10分钟七大能力全脑开发练习册 5-6岁,197,0,,,611.2,7.14,2026-07-15 17:57:35
武清仓,维修库位,智能内容,569629,9787830123994,摩比玩出专注力,156,0,,,606.84,2.7,2026-07-15 17:57:35
武清仓,维修库位,智能内容,569848,9787830124168,大语文分级诵读 一级,8,0,,,611.0,0.91,2026-07-15 17:57:35
武清仓,维修库位,智能内容,569849,9787830124175,大语文分级诵读 二级,3,0,,,588.33,0.43,2026-07-15 17:57:35
武清仓,维修库位,智能内容,569850,9787830124182,大语文分级诵读 三级,1,0,,,578.0,0.23,2026-07-15 17:57:35
武清仓,维修库位,智能内容,569851,9787830124199,大语文分级诵读 四级,2,0,,,577.5,0.62,2026-07-15 17:57:35
武清仓,维修库位,智能内容,569852,9787830124205,大语文分级诵读 五级,1,0,,,595.0,0.39,2026-07-15 17:57:35
武清仓,维修库位,智能内容,569853,9787830124212,大语文分级诵读 六级,4,0,,,595.75,1.0,2026-07-15 17:57:35
武清仓,维修库位,智能内容,570577,9787121456879,高考基础大招全突破·生物学,1,0,,,538.0,2.81,2026-07-15 17:57:35
武清仓,维修库位,智能内容,572167,ZNNR20230602101,厚读古诗词,2,0,,,454.0,9.0,2026-07-15 17:57:35
武清仓,维修库位,智能内容,572370,9787121456527,零基础英语,157,1508,HZ9787121456527,（盒子）零基础英语,611.26,7.23,2026-07-15 17:57:35
武清仓,维修库位,智能内容,572875,ZNNR20230607101,哈佛外教英语启蒙 第一级,4,950,HZZNNR20230607101,（盒子）哈佛外教英语启蒙 第一级,613.0,4.04,2026-07-15 17:57:35
武清仓,维修库位,智能内容,572876,ZNNR20230607102,哈佛外教英语启蒙 第二级,15,1306,HZZNNR20230607102,（盒子）哈佛外教英语启蒙 第二级,613.0,19.57,2026-07-15 17:57:35
武清仓,维修库位,智能内容,572877,ZNNR20230607103,哈佛外教英语启蒙 第三级,4,1041,HZZNNR20230607103,（盒子）哈佛外教英语启蒙 第三级,613.0,9.0,2026-07-15 17:57:35
武清仓,维修库位,智能内容,572879,9787548953135,厚读古诗词·从春秋到唐,2,0,,,578.0,2.0,2026-07-15 17:57:35
武清仓,维修库位,智能内容,572881,9787551828949,小学作文方法课,18,338,HZ9787551828949,(盒子)小学作文方法课,611.44,8.66,2026-07-15 17:57:35
武清仓,维修库位,智能内容,573116,9787551828932,看图写话方法课,31,292,HZ9787551828932,（盒子）看图写话方法课,611.0,13.95,2026-07-15 17:57:35
武清仓,维修库位,智能内容,573824,9787218166193,应用题天天练一年级 上册,1,0,,,589.0,0.38,2026-07-15 17:57:35
武清仓,维修库位,智能内容,573825,9787218166209,应用题天天练二年级 上册,9,0,,,611.0,5.23,2026-07-15 17:57:35
武清仓,维修库位,智能内容,573826,9787218166216,应用题天天练三年级 上册,2,0,,,611.0,0.9,2026-07-15 17:57:35
武清仓,维修库位,智能内容,576360,9787510686160A,学而思秘籍小学数学思维培养4级（智能教辅2023）,32,0,,,613.0,8.52,2026-07-15 17:57:35
武清仓,维修库位,智能内容,576399,9787551167925,控笔真有趣,2,0,,,611.0,0.31,2026-07-15 17:57:35
武清仓,维修库位,智能内容,576955,9787510686139A,学而思秘籍小学数学思维培养1级（智能教辅2023）,73,0,,,611.03,21.06,2026-07-15 17:57:35
武清仓,维修库位,智能内容,576956,9787510686184A,学而思秘籍小学数学思维培养6级（智能教辅2023）,12,0,,,611.0,27.0,2026-07-15 17:57:35
武清仓,维修库位,智能内容,577522,9787510688867,学而思思维创新大通关. 数学一年级(2023),1,0,,,599.0,0.76,2026-07-15 17:57:35
武清仓,维修库位,智能内容,577525,9787510688898,学而思思维创新大通关. 数学四年级(2023),6,0,,,530.83,2.07,2026-07-15 17:57:35
武清仓,维修库位,智能内容,578148,9787121459573,1000题刷透初中计算,74,0,,,611.0,5.0,2026-07-15 17:57:35
武清仓,维修库位,智能内容,581065,6973473321405,阅读理解方法课,35,31,HZ6973473321405,(盒子)阅读理解方法课,611.0,10.13,2026-07-15 17:57:35
武清仓,维修库位,智能内容,582606,9787830124298,Hello English Readers英语分级阅读1级上（2023）,104,0,,,611.63,35.86,2026-07-15 17:57:35
武清仓,维修库位,智能内容,582607,9787830124304,Hello English Readers英语分级阅读1级下（2023）,1,0,,,613.0,0.57,2026-07-15 17:57:35
武清仓,维修库位,智能内容,582608,9787830124311,Hello English Readers英语分级阅读2级上（2023）,1,0,,,613.0,0.3,2026-07-15 17:57:35
武清仓,维修库位,智能内容,582609,9787830124328,Hello English Readers英语分级阅读2级下（2023）,8,0,,,613.0,1.93,2026-07-15 17:57:35
武清仓,维修库位,智能内容,582610,9787830124335,Hello English Readers英语分级阅读3级上（2023）,28,0,,,613.0,22.11,2026-07-15 17:57:35
武清仓,维修库位,智能内容,582611,9787830124342,Hello English Readers英语分级阅读3级下（2023）,12,23,HZ9787830124342,（盒子）Hello English Readers英语分级阅读3级下（2023）,613.0,9.39,2026-07-15 17:57:35
武清仓,维修库位,智能内容,582612,9787830124359,Hello English Readers英语分级阅读4级上（2023）,12,79,HZ9787830124359,（盒子）Hello English Readers英语分级阅读4级上（2023）,613.0,5.24,2026-07-15 17:57:35
武清仓,维修库位,智能内容,582613,9787830124366,Hello English Readers英语分级阅读4级下（2023）,4,0,,,613.0,2.93,2026-07-15 17:57:35
武清仓,维修库位,智能内容,582614,9787830124373,Hello English Readers英语分级阅读5级上（2023）,4,0,,,613.0,2.42,2026-07-15 17:57:35
武清仓,维修库位,智能内容,582615,9787830124380,Hello English Readers英语分级阅读5级下（2023）,12,36,HZ9787830124380,（盒子）Hello English Readers英语分级阅读5级下（2023）,613.0,3.86,2026-07-15 17:57:35
武清仓,维修库位,智能内容,582616,9787830124397,Hello English Readers英语分级阅读6级上（2023）,6,0,,,613.0,3.94,2026-07-15 17:57:35
武清仓,维修库位,智能内容,582618,9787830124403,Hello English Readers英语分级阅读6级下（2023）,6,0,,,613.0,4.82,2026-07-15 17:57:35
武清仓,维修库位,智能内容,583465,9787510686153B,学而思秘籍小学数学思维培养3级（智能教辅2023）,4,0,,,613.0,9.23,2026-07-15 17:57:35
武清仓,维修库位,智能内容,584124,9787556521647,Reading A-Z美国小学同步阅读. 1级(2023)下,166,826,HZ9787556521647,（盒子）Reading A-Z美国小学同步阅读. 1级(2023)下,613.0,7.94,2026-07-15 17:57:35
武清仓,维修库位,智能内容,584125,9787556521654,Reading A-Z美国小学同步阅读. 2级(2023)下,191,994,HZ9787556521654,（盒子）Reading A-Z美国小学同步阅读. 2级(2023)下,611.32,18.58,2026-07-15 17:57:35
武清仓,维修库位,智能内容,584126,9787556521661,Reading A-Z美国小学同步阅读. 3级(2023)下,95,466,HZ9787556521661,（盒子）Reading A-Z美国小学同步阅读. 3级(2023)下,613.0,10.5,2026-07-15 17:57:35
武清仓,维修库位,智能内容,584127,9787556521678,Reading A-Z美国小学同步阅读. 4级(2023)下,128,457,HZ9787556521678,（盒子）Reading A-Z美国小学同步阅读. 4级(2023)下,613.0,12.05,2026-07-15 17:57:35
武清仓,维修库位,智能内容,584128,9787556521685,Reading A-Z美国小学同步阅读. 5级(2023)下,127,428,HZ9787556521685,（盒子）Reading A-Z美国小学同步阅读. 5级(2023)下,613.0,14.84,2026-07-15 17:57:35
武清仓,维修库位,智能内容,584129,9787556521692,Reading A-Z美国小学同步阅读. 6级(2023)下,85,489,HZ9787556521692,（盒子）Reading A-Z美国小学同步阅读. 6级(2023)下,613.0,10.24,2026-07-15 17:57:35
武清仓,维修库位,智能内容,584130,9787556521715,Reading A-Z美国小学同步阅读. 8级(2023)下,90,449,HZ9787556521715,（盒子）Reading A-Z美国小学同步阅读. 8级(2023)下,613.0,13.24,2026-07-15 17:57:35
武清仓,维修库位,智能内容,584131,9787556521722,Reading A-Z美国小学同步阅读. 9级(2023)下,77,505,HZ9787556521722,（盒子）Reading A-Z美国小学同步阅读. 9级(2023)下,612.19,10.73,2026-07-15 17:57:35
武清仓,维修库位,智能内容,584132,9787556521739,Reading A-Z美国小学同步阅读. 10级(2023)下,96,300,HZ9787556521739,（盒子）Reading A-Z美国小学同步阅读. 10级(2023)下,611.48,12.88,2026-07-15 17:57:35
武清仓,维修库位,智能内容,585893,9787218168333,初中英语词汇 中考题型分类速记,11,0,,,611.0,1.5,2026-07-15 17:57:35
武清仓,维修库位,智能内容,587687,9787548954255,摩比爱传统文化. 第一辑,5,0,,,611.0,2.14,2026-07-15 17:57:35
武清仓,维修库位,智能内容,587688,9787548954378,摩比爱传统文化. 第二辑,1,0,,,611.0,0.47,2026-07-15 17:57:35
武清仓,维修库位,智能内容,589528,9787556521708,Reading A-Z美国小学同步阅读. 7级(2023)下,124,765,HZ9787556521708,（盒子）Reading A-Z美国小学同步阅读. 7级(2023)下,613.0,20.33,2026-07-15 17:57:35
武清仓,维修库位,智能内容,591524,9787830124632,大侦探福尔摩比 第一辑,22,0,,,611.0,2.04,2026-07-15 17:57:35
武清仓,维修库位,智能内容,591525,9787121464874,69模型公式秒解初中几何,32,0,,,549.09,2.24,2026-07-15 17:57:35
武清仓,维修库位,智能内容,592983,9787510686191A,学而思秘籍小学数学思维培养7级（智能教辅2023）,11,0,,,611.0,2.48,2026-07-15 17:57:35
武清仓,维修库位,智能内容,595117,9787550520073,初中考点2000问,1,0,,,601.0,0.96,2026-07-15 17:57:35
武清仓,维修库位,智能内容,595118,9787550520066,初中考点1600问,2,0,,,600.5,3.0,2026-07-15 17:57:35
武清仓,维修库位,智能内容,595372,9787572271397,摩比爱数学 萌芽篇,9,0,,,613.0,0.37,2026-07-15 17:57:35
武清仓,维修库位,智能内容,595373,9787572271373,摩比爱数学 探索篇,2,0,,,613.0,0.14,2026-07-15 17:57:35
武清仓,维修库位,智能内容,595375,9787572271380,摩比爱数学 萌芽篇 智能版,12,256,HZ9787572271380,（盒子）摩比爱数学 萌芽篇 智能版,613.0,7.94,2026-07-15 17:57:35
武清仓,维修库位,智能内容,595376,9787572271366,摩比爱数学 探索篇 智能版,63,219,HZ9787572271366,（盒子）摩比爱数学 探索篇 智能版,612.19,30.32,2026-07-15 17:57:35
武清仓,维修库位,智能内容,595377,9787572271403,摩比爱数学 飞跃篇 智能版,22,200,HZ9787572271403,（盒子）摩比爱数学 飞跃篇 智能版,612.82,5.04,2026-07-15 17:57:35
武清仓,维修库位,智能内容,595502,9787218170008,初中英语语法：中考考频分区速学,420,0,,,610.99,7.29,2026-07-15 17:57:35
武清仓,维修库位,智能内容,599540,9787218172620,应用题天天练六年级 下册,1,0,,,563.0,0.26,2026-07-15 17:57:35
武清仓,维修库位,智能内容,599542,9787218172606,应用题天天练四年级 下册,1,0,,,594.0,0.23,2026-07-15 17:57:35
武清仓,维修库位,智能内容,599544,9787218172583,应用题天天练二年级 下册,3,0,,,599.33,1.04,2026-07-15 17:57:35
武清仓,维修库位,智能内容,602205,9787830124649,写字必备课,4,0,,,611.0,1.18,2026-07-15 17:57:35
武清仓,维修库位,智能内容,608650,9787510686153C,学而思秘籍小学数学思维培养3级（智能教辅2024）,24,0,,,611.0,34.29,2026-07-15 17:57:35
武清仓,维修库位,智能内容,608651,9787510686184B,学而思秘籍小学数学思维培养6级（智能教辅2024）,6,0,,,611.0,19.29,2026-07-15 17:57:35
武清仓,维修库位,智能内容,608967,ZNNR2024022802,学而思秘籍·小学数学思维培养·教程+练习·2级(2024),1,0,,,611.0,0.32,2026-07-15 17:57:35
武清仓,维修库位,智能内容,608972,ZNNR2024022807,学而思秘籍&middot;小学数学思维培养&middot;教程+练习&middot;7级(2024),1,0,,,611.0,0.6,2026-07-15 17:57:35
武清仓,维修库位,智能内容,608977,ZNNR2024022812,学而思秘籍·小学数学思维培养·教程+练习·12级(2024),1,0,,,611.0,0.25,2026-07-15 17:57:35
武清仓,维修库位,智能内容,610328,9787501267361,新加坡口算涂画书 2~4岁,16,0,,,611.0,1.78,2026-07-15 17:57:35
武清仓,维修库位,智能内容,610541,9787548952329A,幼小衔接倒计时99天（2024）-定制版,5,0,,,611.2,2.88,2026-07-15 17:57:35
武清仓,维修库位,智能内容,610692,9787830124410A,识字真有趣（升级版）,2,0,,,611.0,0.16,2026-07-15 17:57:35
武清仓,维修库位,智能内容,610706,9787510686160B,学而思秘籍小学数学思维培养4级（智能教辅2024）,27,0,,,611.0,86.79,2026-07-15 17:57:35
武清仓,维修库位,智能内容,610707,9787537988964,摩比汉语分级阅读 萌芽篇 点读书,17,0,,,613.0,1.88,2026-07-15 17:57:35
武清仓,维修库位,智能内容,610708,9787537988995,摩比汉语分级阅读 探索篇 点读书,21,0,,,613.0,3.8,2026-07-15 17:57:35
武清仓,维修库位,智能内容,610709,9787537988971,摩比汉语分级阅读 飞跃篇 点读书,32,0,,,612.41,4.71,2026-07-15 17:57:35
武清仓,维修库位,智能内容,610710,9787537988988,摩比汉语分级阅读 成长篇 点读书,21,0,,,613.0,2.41,2026-07-15 17:57:35
武清仓,维修库位,智能内容,611263,9787830124663,关于世界的十万个是什么·感知篇,1,0,,,578.0,0.53,2026-07-15 17:57:35
武清仓,维修库位,智能内容,611264,9787830124670,关于世界的十万个是什么·探索篇,1,0,,,596.0,0.27,2026-07-15 17:57:35
武清仓,维修库位,智能内容,611265,9787830124687,关于世界的十万个是什么·发现篇,1,0,,,596.0,0.09,2026-07-15 17:57:35
武清仓,维修库位,智能内容,611266,9787507559231,熊团团：成长大冒险,1,0,,,612.0,3.46,2026-07-15 17:57:35
武清仓,维修库位,智能内容,611267,9787507559491,熊团团：梦想大冒险,1,0,,,612.0,4.09,2026-07-15 17:57:35
武清仓,维修库位,智能内容,611268,9787830124755,我是中国人——1000年的读书声,1,0,,,578.0,2.0,2026-07-15 17:57:35
武清仓,维修库位,智能内容,611269,9787830124762,我是中国人——我的文化身份证,1,0,,,598.0,2.65,2026-07-15 17:57:35
武清仓,维修库位,智能内容,611270,9787830124748,我是中国人——给孩子的中国文化说明书,1,0,,,600.0,2.65,2026-07-15 17:57:35
武清仓,维修库位,智能内容,611271,9787830124786,我的家在中国——我的文化生活,1,0,,,598.0,7.5,2026-07-15 17:57:35
武清仓,维修库位,智能内容,611273,9787830124809,这里是中国——了不起的中国,1,0,,,578.0,1.48,2026-07-15 17:57:35
武清仓,维修库位,智能内容,611428,9787507559224,熊团团：生活大冒险,2,0,,,611.5,2.69,2026-07-15 17:57:35
武清仓,维修库位,智能内容,649413,9787510686146B,学而思秘籍小学数学思维培养2级（智能教辅2024）,70,0,,,611.0,18.26,2026-07-15 17:57:35
武清仓,维修库位,智能内容,649833,9787501267590,迪士尼英语1级,55,298,HZ9787501267590,（盒子）迪士尼英语1级,613.0,14.82,2026-07-15 17:57:35
武清仓,维修库位,智能内容,649834,9787501267583,迪士尼英语2级,38,684,HZ9787501267583,（盒子）迪士尼英语2级,613.0,28.5,2026-07-15 17:57:35
武清仓,维修库位,智能内容,649835,9787501267576,迪士尼英语3级,10,0,,,611.2,5.52,2026-07-15 17:57:35
武清仓,维修库位,智能内容,649836,9787501267569,迪士尼英语4级,24,0,,,611.04,13.58,2026-07-15 17:57:35
武清仓,维修库位,智能内容,649837,9787501267552,迪士尼英语5级,19,0,,,611.11,30.54,2026-07-15 17:57:35
武清仓,维修库位,智能内容,650148,9787551164160A,计算真有趣-20以内数的计算（升级版）,121,0,,,611.33,20.9,2026-07-15 17:57:35
武清仓,维修库位,智能内容,650149,9787551164177A,计算真有趣-100以内数的计算（升级版）,17,0,,,611.0,1.79,2026-07-15 17:57:35
武清仓,维修库位,智能内容,650150,9787830124939,大侦探福尔摩比 第二辑,9,0,,,611.0,1.69,2026-07-15 17:57:35
武清仓,维修库位,智能内容,651109,9787547746592,漫画课本里的历史名人（共5册）,4,0,,,611.0,0.29,2026-07-15 17:57:35
武清仓,维修库位,智能内容,652265,9787510686177B,学而思秘籍小学数学思维培养5级（智能教辅2024）,155,0,,,611.0,41.77,2026-07-15 17:57:35
武清仓,维修库位,智能内容,652737,9787548955924A,新标准. 暑假预复习 一升二年级,12,0,,,519.42,8.64,2026-07-15 17:57:35
武清仓,维修库位,智能内容,654106,9787548956808,小学生轻松日记,1,0,,,594.0,0.05,2026-07-15 17:57:35
武清仓,维修库位,智能内容,654149,9787548956839,361法看图写话 一年级,14,0,,,585.43,3.23,2026-07-15 17:57:35
武清仓,维修库位,智能内容,654150,9787548956846,361法看图写话 二年级,8,0,,,611.0,6.49,2026-07-15 17:57:35
武清仓,维修库位,智能内容,654159,9787548956815,摩比爱成语,411,0,,,611.0,8.62,2026-07-15 17:57:35
武清仓,维修库位,智能内容,654166,9787548956822A,新标准. 暑假预复习 三升四年级,1,0,,,577.0,10.0,2026-07-15 17:57:35
武清仓,维修库位,智能内容,654167,9787548956822,新标准. 暑假预复习 三升四年级（定制版）,5,0,,,611.0,4.46,2026-07-15 17:57:35
武清仓,维修库位,智能内容,654361,9787547749586,线描临摹真有趣,4,0,,,590.5,0.17,2026-07-15 17:57:35
武清仓,维修库位,智能内容,654448,9787501267705,学前七大能力课堂 思维启蒙第1课 3~4岁 1~3（2024）,13,0,,,599.46,1.9,2026-07-15 17:57:35
武清仓,维修库位,智能内容,654449,9787501267712,学前七大能力课堂 思维启蒙第1课 3~4岁 4~6（2024）,10,0,,,595.4,1.87,2026-07-15 17:57:35
武清仓,维修库位,智能内容,654450,9787501267729,学前七大能力课堂 思维启蒙第1课 4~5岁 1~3（2024）,12,0,,,611.0,1.41,2026-07-15 17:57:35
武清仓,维修库位,智能内容,654451,9787501267736,学前七大能力课堂 思维启蒙第1课 4~5岁 4~6（2024）,8,0,,,600.12,1.66,2026-07-15 17:57:35
武清仓,维修库位,智能内容,654452,9787501267743,学前七大能力课堂 思维启蒙第1课 5~6岁 1~3（2024）,8,0,,,613.0,1.99,2026-07-15 17:57:35
武清仓,维修库位,智能内容,654453,9787501267750,学前七大能力课堂 思维启蒙第1课 5~6岁 4~6（2024）,16,0,,,600.19,3.87,2026-07-15 17:57:35
武清仓,维修库位,智能内容,654539,9787551172158,30天拼音拼读速记（全2册）,142,0,,,611.32,11.4,2026-07-15 17:57:35
武清仓,维修库位,智能内容,654929,9787550521599,一年级我来啦 · 幼小衔接测试卷（2024）,79,0,,,586.63,8.41,2026-07-15 17:57:35
武清仓,维修库位,智能内容,655022,9787548956990,漫画图解小学生必会巧算 整数计算及分数小数初识18招,3,0,,,593.67,1.53,2026-07-15 17:57:35
武清仓,维修库位,智能内容,655023,9787548956983,漫画图解小学生必会巧算 整数加减法及乘法16招,1,0,,,601.0,0.33,2026-07-15 17:57:35
武清仓,维修库位,智能内容,655024,9787548956976,漫画图解小学生必会巧算 分数小数四则运算18招,1,0,,,600.0,1.07,2026-07-15 17:57:35
武清仓,维修库位,智能内容,655028,9787501267774,幼小衔接 一年级我来啦（2024）,2,0,,,611.0,0.36,2026-07-15 17:57:35
武清仓,维修库位,智能内容,655029,9787501267767,幼小衔接 一年级我来啦 入学准备一本通,1,0,,,599.0,0.6,2026-07-15 17:57:35
武清仓,维修库位,智能内容,655032,9787550521582,思维导图速记1000字（全3册）,147,0,,,611.01,10.02,2026-07-15 17:57:35
武清仓,维修库位,智能内容,655255,9787218176123,零基础应用题,3,0,,,532.67,1.49,2026-07-15 17:57:35
武清仓,维修库位,智能内容,655526,9787556524815,Reading A-Z 美国小学同步阅读 L1,51,0,,,223.39,3.19,2026-07-15 17:57:35
武清仓,维修库位,智能内容,655527,9787556524822,Reading A-Z 美国小学同步阅读 L2,64,0,,,220.52,6.36,2026-07-15 17:57:35
武清仓,维修库位,智能内容,655532,ZNNR20240528102,RAZ单词王点读大书,35,0,,,607.31,3.45,2026-07-15 17:57:35
武清仓,维修库位,智能内容,655550,ZNNR20240528101,Reading A-Z 美国小学同步阅读（零基础启蒙速刷版）,16,463,HZZNNR20240528101,（盒子）Reading A-Z 美国小学同步阅读（零基础启蒙速刷版）,613.0,14.4,2026-07-15 17:57:35
武清仓,维修库位,智能内容,656761,9787218176130,思维创新大通关数学一年级（智能教辅2024）,30,0,,,422.5,15.98,2026-07-15 17:57:35
武清仓,维修库位,智能内容,656762,9787218176147,思维创新大通关数学二年级（智能教辅2024）,34,0,,,594.65,20.4,2026-07-15 17:57:35
武清仓,维修库位,智能内容,656763,9787218176154,思维创新大通关数学三年级（智能教辅2024）,40,0,,,556.5,14.52,2026-07-15 17:57:35
武清仓,维修库位,智能内容,656764,9787218176161,思维创新大通关数学四年级（智能教辅2024）,39,0,,,593.67,20.06,2026-07-15 17:57:35
武清仓,维修库位,智能内容,656765,9787218176178,思维创新大通关数学五年级（智能教辅2024）,36,0,,,540.0,16.79,2026-07-15 17:57:35
武清仓,维修库位,智能内容,656766,9787218176185,思维创新大通关数学六年级（智能教辅2024）,4,0,,,113.0,8.18,2026-07-15 17:57:35
武清仓,维修库位,智能内容,656773,9787551172301,3分钟漫画速背小学古诗词（全三册）,9,0,,,611.0,1.41,2026-07-15 17:57:35
武清仓,维修库位,智能内容,656776,9787830125059,《课本里的大百科.2级.上》,5,0,,,611.0,0.71,2026-07-15 17:57:35
武清仓,维修库位,智能内容,657418,9787550521575,摩比全脑开发3000问. 4-5岁,6,0,,,611.0,0.97,2026-07-15 17:57:35
武清仓,维修库位,智能内容,657419,9787550521568,摩比全脑开发3000问. 5-6岁,10,0,,,611.0,2.56,2026-07-15 17:57:35
武清仓,维修库位,智能内容,657522,9787550521551,摩比全脑开发3000问. 2-4岁,24,0,,,612.83,1.32,2026-07-15 17:57:35
武清仓,维修库位,智能内容,658994,9787550521803,小学数学思维培养6级（智能教辅2024新）,47,787,HZ9787550521803,(盒子)小学数学思维培养6级（智能教辅2024新）,611.0,20.43,2026-07-15 17:57:35
武清仓,维修库位,智能内容,658995,9787550521841,小学数学思维培养4级（智能教辅2024新）,61,276,HZ9787550521841,(盒子)小学数学思维培养4级（智能教辅2024新）,611.0,14.15,2026-07-15 17:57:35
武清仓,维修库位,智能内容,658996,9787550521810,小学数学思维培养7级（智能教辅2024新）,38,658,HZ9787550521810,(盒子)小学数学思维培养7级（智能教辅2024新）,544.42,7.52,2026-07-15 17:57:35
武清仓,维修库位,智能内容,658997,9787550521858,小学数学思维培养3级（智能教辅2024新）,48,202,HZ9787550521858,(盒子)小学数学思维培养3级（智能教辅2024新）,611.02,13.76,2026-07-15 17:57:35
武清仓,维修库位,智能内容,658998,9787550521827,小学数学思维培养9级（智能教辅2024新）,31,670,HZ9787550521827,(盒子)小学数学思维培养9级（智能教辅2024新）,611.0,14.53,2026-07-15 17:57:35
武清仓,维修库位,智能内容,658999,9787550521728,小学数学思维培养5级（智能教辅2024新）,53,0,,,591.89,12.86,2026-07-15 17:57:35
武清仓,维修库位,智能内容,659211,9787514889581,给孩子的漫画新闻,2,0,,,603.0,0.2,2026-07-15 17:57:35
武清仓,维修库位,智能内容,661575,9787550522008,小学生剑桥KET考试冲刺营,4,803,HZ9787550522008,(盒子)小学生剑桥KET考试冲刺营,611.0,0.38,2026-07-15 17:57:35
武清仓,维修库位,智能内容,661577,9787550521780,小学数学计算专项突破一年级(2024新),1,0,,,613.0,0.04,2026-07-15 17:57:35
武清仓,维修库位,智能内容,661578,9787550521711,小学数学计算专项突破二年级(2024新),13,0,,,611.0,0.54,2026-07-15 17:57:35
武清仓,维修库位,智能内容,661579,9787550521674,小学数学计算专项突破三年级(2024新),10,0,,,591.4,1.0,2026-07-15 17:57:35
武清仓,维修库位,智能内容,661580,9787550521681,小学数学计算专项突破四年级(2024新),8,0,,,594.0,1.3,2026-07-15 17:57:35
武清仓,维修库位,智能内容,661581,9787550521698,小学数学计算专项突破五年级(2024新),33,0,,,589.06,6.05,2026-07-15 17:57:35
武清仓,维修库位,智能内容,661582,9787550521704,小学数学计算专项突破六年级(2024新),5,0,,,611.0,1.04,2026-07-15 17:57:35
武清仓,维修库位,智能内容,661583,9787550521766,小学数学应用题专项突破二年级(2024新),3,0,,,605.33,1.47,2026-07-15 17:57:35
武清仓,维修库位,智能内容,661584,9787550521834,小学数学应用题专项突破三年级(2024新),4,0,,,602.75,2.65,2026-07-15 17:57:35
武清仓,维修库位,智能内容,661585,9787550521773,小学数学应用题专项突破五年级(2024新),4,0,,,565.0,3.53,2026-07-15 17:57:35
武清仓,维修库位,智能内容,662487,9787830125189,一年级我来啦·描红天天练（2024）,17,0,,,613.0,4.04,2026-07-15 17:57:35
武清仓,维修库位,智能内容,662489,9787501268115,摩比爱表达（2024）,29,0,,,613.0,1.79,2026-07-15 17:57:35
武清仓,维修库位,智能内容,662613,9787550522053,小学数学思维培养1级（智能教辅2024新）,26,0,,,511.12,10.17,2026-07-15 17:57:35
武清仓,维修库位,智能内容,662614,9787550522046,小学数学思维培养2级 （智能教辅2024新）,30,0,,,522.93,11.3,2026-07-15 17:57:35
武清仓,维修库位,智能内容,662615,9787550522039,小学数学思维培养8级（智能教辅2024新）,30,0,,,593.67,10.55,2026-07-15 17:57:35
